county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
"SD, Hyde",,1.0,5.0,,,,0.0,,,,,2.0,,,,,,1.0,,,44.537301,-99.492148,46069
"SD, Jackson",,0.0,6.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,43.677294,-101.626455,46071
"SD, Jerauld",,0.0,2.0,,2.0,,,,,,,2.0,1.0,,,2.0,,1.0,,,44.063416,-98.623188,46073
"SD, Jones",,0.0,2.0,,,2.0,,,,,,,4.0,,,,,,,,43.95199,-100.686139,46075
"SD, Kingsbury",,0.0,11.0,1.0,2.0,2.0,3.0,2.0,,,,8.0,,,2.0,2.0,1.0,2.0,1.0,,44.362969,-97.499313,46077
"SD, Lake",,1.0,4.0,,2.0,6.0,5.0,1.0,,1.0,,6.0,1.0,,1.0,4.0,1.0,2.0,,1.0,44.02845,-97.123223,46079
"SD, Lawrence",,0.0,27.0,1.0,2.0,1.0,3.0,,,,,1.0,1.0,1.0,,2.0,,1.0,,0.0,44.353669,-103.796528,46081
"SD, Lincoln",,0.0,11.0,1.0,5.0,3.0,6.0,1.0,0.0,1.0,,5.0,4.0,3.0,,10.0,4.0,11.0,,1.0,43.27942,-96.722286,46083
"SD, Lyman",,3.0,17.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,1.0,,,43.894812,-99.841925,46085
"SD, Marshall",,0.0,23.0,0.0,3.0,6.0,4.0,,,,,11.0,1.0,1.0,,3.0,,3.0,,,45.737054,-97.580884,46091
"SD, Mccook",,0.0,4.0,1.0,3.0,2.0,2.0,,,,,1.0,2.0,,1.0,3.0,1.0,,,2.0,43.678924,-97.362036,46087
"SD, Mcpherson",,0.0,5.0,1.0,1.0,,,1.0,,,,3.0,1.0,1.0,,1.0,1.0,,2.0,,45.784249,-99.211421,46089
"SD, Meade",,0.0,28.0,3.0,1.0,2.0,8.0,2.0,,,,0.0,3.0,2.0,0.0,0.0,1.0,2.0,,,44.606792,-102.715864,46093
"SD, Mellette",,0.0,5.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,43.58493,-100.760598,46095
"SD, Miner",,2.0,3.0,1.0,0.0,,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,44.017327,-97.60979,46097
"SD, Minnehaha",,0.0,57.0,5.0,13.0,10.0,5.0,1.0,3.0,3.0,1.0,17.0,9.0,5.0,0.0,20.0,4.0,14.0,1.0,4.0,43.667472,-96.795726,46099
"SD, Moody",,0.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,,,,1.0,,,,44.012429,-96.676054,46101
"SD, Oglala Lakota County",,0.0,27.0,,1.0,1.0,3.0,,,,,,1.0,2.0,,,1.0,1.0,,,43.341937,-102.55948,46102
"SD, Pennington",,0.0,139.0,3.0,7.0,3.0,20.0,1.0,1.0,3.0,,3.0,11.0,,4.0,2.0,7.0,12.0,,,44.002349,-102.823802,46103
"SD, Perkins",,0.0,18.0,0.0,4.0,,2.0,,,,,,2.0,,1.0,,,,,,45.483387,-102.467995,46105
"SD, Potter",,1.0,14.0,0.0,,1.0,2.0,,,,,1.0,,,1.0,3.0,,3.0,,,45.064276,-99.949631,46107
"SD, Roberts",,0.0,17.0,1.0,3.0,4.0,5.0,0.0,,,,2.0,2.0,0.0,,,,2.0,,,45.623397,-96.947551,46109
"SD, Sanborn",,1.0,12.0,,3.0,,3.0,,1.0,,,3.0,2.0,1.0,,1.0,,,,0.0,44.021032,-98.092105,46111
"SD, Spink",,0.0,18.0,1.0,5.0,2.0,1.0,,0.0,1.0,,5.0,6.0,1.0,3.0,9.0,,4.0,,1.0,44.931034,-98.339644,46115
"SD, Stanley",,0.0,9.0,,3.0,,1.0,1.0,,,,,,,,0.0,,1.0,,,44.415547,-100.749163,46117
"SD, Sully",,0.0,8.0,,,1.0,,1.0,,,,1.0,1.0,,,,,2.0,,,44.722325,-100.131399,46119
"SD, Todd",,0.0,12.0,1.0,2.0,1.0,4.0,,1.0,,,,,,,1.0,,1.0,,,43.208172,-100.717204,46121
"SD, Tripp",,1.0,14.0,3.0,1.0,3.0,2.0,2.0,,,,1.0,3.0,1.0,1.0,,1.0,2.0,,,43.349729,-99.876219,46123
"SD, Turner",,0.0,20.0,1.0,6.0,6.0,2.0,1.0,,1.0,,1.0,1.0,,,3.0,,,1.0,,43.30867,-97.150185,46125
"SD, Union",,0.0,5.0,,2.0,2.0,,1.0,1.0,,,3.0,1.0,3.0,,1.0,,7.0,,,42.831106,-96.650829,46127
"SD, Walworth",,1.0,8.0,,1.0,,3.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,45.427605,-100.027856,46129
"SD, Yankton",,0.0,11.0,0.0,4.0,3.0,,0.0,,,1.0,4.0,3.0,,,2.0,6.0,5.0,,,43.006607,-97.388339,46135
"SD, Ziebach",,0.0,4.0,,,3.0,,,,,,,,0.0,,,,1.0,,,44.981666,-101.669225,46137
"TN, Anderson",,0.0,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,36.116731,-84.195418,47001
"TN, Bedford",,0.0,2.0,0.0,,,,,,,,,,,,,1.0,,,,35.51366,-86.458294,47003
"TN, Benton",,0.0,,0.0,,,,,,,,,,,,,,0.0,,,36.069253,-88.071212,47005
"TN, Bledsoe",,0.0,0.0,,,,,,,,,,,,,,,,,,35.593668,-85.205979,47007
"TN, Blount",,0.0,0.0,,,,,0.0,,,1.0,,,,1.0,,0.0,0.0,,,35.688185,-83.922973,47009
"TN, Bradley",,0.0,0.0,,0.0,,0.0,,,,,1.0,,,,,0.0,0.0,,,35.153914,-84.859414,47011
"TN, Campbell",,,0.0,,,,,,,,,,,,,,,0.0,,,36.401592,-84.15925,47013
"TN, Cannon",,0.0,,,,,,,,,,,,,,,,,,,35.808394,-86.062404,47015
"TN, Carroll",,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,35.967896,-88.451659,47017
"TN, Carter",,0.0,1.0,0.0,,,1.0,,,,2.0,1.0,,,,,,,,,36.284744,-82.126593,47019
"TN, Cheatham",,,0.0,,,,1.0,,,,,,,,,,0.0,,,,36.25518,-87.100816,47021
"TN, Chester",,,,,,,,,,,,1.0,,,,,0.0,,,,35.416639,-88.605505,47023
"TN, Claiborne",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,36.501557,-83.660724,47025
"TN, Clay",,0.0,0.0,,,,0.0,,,,,,,,,,,,,,36.545765,-85.545718,47027
"TN, Cocke",,0.0,0.0,,,,,1.0,,,,,,,,,,0.0,,,35.916198,-83.119223,47029
"TN, Coffee",,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,35.488759,-86.078219,47031
"TN, Crockett",,1.0,,0.0,3.0,,,,,,,,2.0,,1.0,1.0,1.0,0.0,,,35.811312,-89.135349,47033
"TN, Cumberland",,0.0,0.0,,,,,0.0,1.0,,,,0.0,,,,,1.0,,,35.952398,-84.994761,47035
"TN, Davidson",,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,5.0,2.0,1.0,0.0,36.169129,-86.78479,47037
"TN, De Kalb",,0.0,0.0,,,,,,,,,,,,,,,,,,35.98222,-85.833596,47041
"TN, Decatur",,0.0,,,,,,,,,,,,,,,,,,,35.603422,-88.107384,47039
"TN, Dickson",,0.0,,,,,,,,,,,,,,,,0.0,,,36.145533,-87.364155,47043
"TN, Dyer",,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,1.0,0.0,,,36.054196,-89.398306,47045
"TN, Fayette",,0.0,,0.0,,,,,,,,,,1.0,,,0.0,,,,35.196993,-89.413803,47047
"TN, Fentress",,0.0,0.0,,,,,,,,,,,,,,,,,,36.376079,-84.932703,47049
"TN, Franklin",,,0.0,,,0.0,,,,,,,,,,,,,,,35.155926,-86.099203,47051
"TN, Gibson",,1.0,0.0,1.0,,1.0,,,0.0,,,,1.0,,,0.0,,0.0,1.0,,35.991694,-88.933776,47053
"TN, Giles",,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,35.202723,-87.035319,47055
"TN, Grainger",,1.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,36.277463,-83.509493,47057
"TN, Greene",0.0,0.0,0.0,1.0,1.0,,,,,,,2.0,,,,,,0.0,,,36.178998,-82.847746,47059
"TN, Hamblen",,0.0,0.0,,,,,,,,,0.0,1.0,,,,0.0,,,,36.218397,-83.266071,47063
"TN, Hamilton",,0.0,2.0,0.0,1.0,,0.0,1.0,0.0,0.0,,2.0,,1.0,,,4.0,2.0,0.0,,35.159186,-85.202296,47065
"TN, Hardeman",,0.0,,0.0,,,,,,,,,,,,,,0.0,,,35.218131,-88.989037,47069
"TN, Hardin",,0.0,1.0,,,,,,,,,,,,,,,0.0,,,35.201893,-88.185696,47071
"TN, Hawkins",,0.0,0.0,,0.0,,,,,,,1.0,,,,,,,,,36.452206,-82.931386,47073
"TN, Haywood",,1.0,,0.0,,1.0,,,,,,1.0,,,,0.0,,0.0,,,35.58669,-89.282536,47075
"TN, Henderson",,0.0,0.0,,,,,,,,,0.0,,,,1.0,,,,,35.653995,-88.387674,47077
"TN, Henry",,0.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,36.325398,-88.300384,47079
"TN, Hickman",,0.0,,,,,,,,,,1.0,1.0,,,,,,,,35.802396,-87.467114,47081
"TN, Humphreys",0.0,0.0,,,,,,,,,,,,,,,0.0,,,,36.04044,-87.790625,47085
"TN, Jackson",,0.0,,,,,,,,,,,,,,,,,,,36.354242,-85.674182,47087
"TN, Jefferson",,0.0,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,36.048479,-83.440966,47089
"TN, Johnson",,1.0,1.0,,,,,,,,,,,,,,,,,,36.453204,-81.861237,47091
"TN, Knox",,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.992727,-83.937721,47093
"TN, Lake",,0.0,,,,1.0,,,,,,,,,,,,0.0,,,36.333905,-89.485537,47095
"TN, Lauderdale",,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,35.762951,-89.627732,47097
"TN, Lawrence",,0.0,0.0,,,,,,,,1.0,0.0,,,,,1.0,,,,35.220476,-87.396546,47099
"TN, Lewis",,0.0,,,,,,,,,,,,,,,,,,,35.523244,-87.496983,47101
"TN, Lincoln",,0.0,0.0,0.0,,,,,,,,,,1.0,,,0.0,,,,35.142532,-86.593388,47103
"TN, Loudon",,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,35.73745,-84.316204,47105
"TN, Macon",,0.0,0.0,,,,,1.0,,,,,,,0.0,,,,,,36.537838,-86.001231,47111
"TN, Madison",,3.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,,,,,0.0,0.0,,,35.606056,-88.833424,47113
"TN, Marion",,0.0,0.0,,,,,1.0,,,,,,,,,,,,,35.133422,-85.618399,47115
"TN, Marshall",,0.0,0.0,,,,,,,,,,,,,,,,,,35.468387,-86.765886,47117
"TN, Maury",,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,35.615696,-87.077763,47119
"TN, Mcminn",,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,,,35.424471,-84.619963,47107
"TN, Mcnairy",,0.0,,0.0,,,,,,0.0,,,,,,,,,,,35.175626,-88.564671,47109
"TN, Meigs",,,0.0,,,,,,,,,,,,,,1.0,,,,35.503397,-84.823888,47121
"TN, Monroe",,0.0,0.0,,,,,,,,1.0,,,,,,0.0,1.0,,,35.447666,-84.249786,47123
"TN, Montgomery",,0.0,0.0,,0.0,1.0,,,1.0,1.0,,,,,,,0.0,0.0,,,36.500354,-87.380887,47125
"TN, Moore",,,,,,,,,,,,,,,,0.0,,0.0,,,35.288889,-86.358684,47127
"TN, Morgan",,0.0,0.0,,,,,,1.0,,,,,,,,,0.0,,,36.138697,-84.639262,47129
"TN, Obion",,0.0,1.0,0.0,0.0,1.0,,,,,,0.0,,,,,0.0,0.0,,,36.358175,-89.150175,47131
"TN, Overton",,0.0,0.0,,,,,,,,,,,,,,,,,,36.34485,-85.283076,47133
"TN, Polk",,0.0,0.0,0.0,,,,,,,,,,,,,,,,,35.109437,-84.541112,47139
"TN, Putnam",,1.0,0.0,,,,,,,,,,1.0,,,,,,,,36.140807,-85.496928,47141
"TN, Rhea",,,0.0,0.0,,,,0.0,,,,,,,,,,,,,35.600587,-84.949552,47143
"TN, Roane",,0.0,0.0,,,0.0,,,,,,,,1.0,,,,0.0,,,35.847472,-84.523861,47145
"TN, Robertson",,0.0,0.0,,0.0,0.0,,,,,1.0,,0.0,,,,0.0,0.0,0.0,,36.52753,-86.869377,47147
"TN, Rutherford",0.0,1.0,1.0,,,1.0,1.0,0.0,,,,,2.0,,1.0,,1.0,0.0,,,35.843369,-86.417213,47149
"TN, Scott",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,36.437239,-84.498386,47151
"TN, Sequatchie",,0.0,0.0,,,,,,,,,0.0,,,,,,,,,35.372335,-85.410344,47153
"TN, Sevier",,0.0,0.0,0.0,,0.0,,,,,,,1.0,,,,1.0,0.0,,,35.791284,-83.521955,47155
"TN, Shelby",0.0,40.0,10.0,12.0,13.0,14.0,5.0,10.0,5.0,2.0,12.0,15.0,9.0,10.0,1.0,2.0,6.0,4.0,1.0,0.0,35.183794,-89.895397,47157
"TN, Smith",,0.0,0.0,,,,,,,,,,,,,,,,,,36.25565,-85.942078,47159
"TN, Stewart",,,,,,,,,,,,,0.0,,,,0.0,,,,36.511756,-87.851548,47161
"TN, Sullivan",,0.0,3.0,0.0,,,2.0,,,1.0,,,,,,,1.0,0.0,,,36.510212,-82.299397,47163
"TN, Sumner",,1.0,0.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,,,36.470015,-86.458517,47165
"TN, Tipton",,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,1.0,1.0,,,35.500297,-89.763708,47167
"TN, Trousdale",,0.0,,,,,,,,,,,,,,,,,,,36.39303,-86.156691,47169
"TN, Union",,0.0,,,,,,,,0.0,,,,,,,,0.0,,,36.28414,-83.836088,47173
"TN, Warren",,0.0,0.0,,,,,1.0,,,,1.0,,,,,,0.0,,,35.678282,-85.777363,47177
"TN, Washington",,0.0,1.0,0.0,,,0.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,36.295665,-82.495037,47179
"TN, Weakley",,3.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,36.303523,-88.720785,47183
"TN, White",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,35.927062,-85.455766,47185
"TN, Williamson",,0.0,1.0,,0.0,,,,,,,,,,,,0.0,,,,35.894972,-86.896958,47187
"TN, Wilson",,0.0,0.0,,,,,1.0,,,,,,,,,1.0,,,,36.148476,-86.29021,47189
"TX, Anderson",,0.0,0.0,0.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,31.841266,-95.661744,48001
"TX, Andrews",,,6.0,4.0,,2.0,1.0,,,,,12.0,1.0,,,,,,,,32.312258,-102.640206,48003
"TX, Angelina",,0.0,13.0,2.0,8.0,6.0,7.0,1.0,1.0,,1.0,19.0,1.0,3.0,5.0,9.0,,1.0,,1.0,31.251951,-94.611056,48005
"TX, Aransas",,0.0,,,,0.0,,,,,,,,,,,,,,,28.104225,-96.977983,48007
"TX, Archer",,0.0,0.0,,,,,,,,,2.0,,,,0.0,,,,,33.616305,-98.687267,48009
"TX, Armstrong",,0.0,1.0,,,,,,,,,,0.0,,2.0,,,,,,34.964179,-101.356636,48011
"TX, Atascosa",,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,28.894296,-98.528187,48013
"TX, Austin",,0.0,,0.0,,,0.0,0.0,,,,1.0,0.0,2.0,,0.0,,,,,29.891901,-96.27017,48015
"TX, Bailey",,,7.0,,1.0,1.0,0.0,,1.0,,,3.0,2.0,2.0,1.0,,,1.0,,,34.067521,-102.830345,48017
"TX, Bandera",,0.0,0.0,,,,,,,,,,,,,,,,,,29.755748,-99.260682,48019
"TX, Bastrop",,0.0,0.0,0.0,,1.0,0.0,,,,,6.0,0.0,1.0,,5.0,0.0,,,,30.103128,-97.311859,48021
"TX, Baylor",,0.0,,,,,,,,,,0.0,0.0,,4.0,,,,,,33.618172,-99.197228,48023
"TX, Bee",,0.0,0.0,,,0.0,,,,,,,,,,,,,,,28.416077,-97.742586,48025
"TX, Bell",,0.0,0.0,,1.0,1.0,1.0,,,0.0,,10.0,0.0,0.0,0.0,2.0,,0.0,,,31.04211,-97.481921,48027
"TX, Bexar",,0.0,8.0,1.0,1.0,,23.0,1.0,,,,31.0,0.0,6.0,4.0,2.0,4.0,1.0,,0.0,29.448671,-98.520147,48029
"TX, Blanco",,0.0,0.0,,,,,,,,,1.0,,,,,,,,1.0,30.265605,-98.399977,48031
"TX, Bosque",,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,31.900764,-97.637632,48035
"TX, Bowie",,1.0,0.0,0.0,0.0,1.0,1.0,,,,,14.0,0.0,0.0,,2.0,2.0,,,,33.446051,-94.422375,48037
"TX, Brazoria",,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,8.0,0.0,8.0,0.0,5.0,0.0,,1.0,0.0,29.167818,-95.434647,48039
"TX, Brazos",,0.0,5.0,1.0,3.0,14.0,2.0,5.0,0.0,,,13.0,0.0,3.0,,2.0,0.0,2.0,,1.0,30.656725,-96.302389,48041
"TX, Brewster",,,0.0,,,,,,,,,1.0,,,,,,,,,29.808997,-103.252458,48043
"TX, Briscoe",,0.0,1.0,,,,,,,,,,1.0,4.0,2.0,,0.0,1.0,,,34.525173,-101.205893,48045
"TX, Brooks",,0.0,0.0,,,,,,,,,,,,,,,,,,27.034994,-98.215276,48047
"TX, Brown",,0.0,1.0,,,0.0,,0.0,1.0,,,2.0,,,,2.0,,,,,31.764103,-98.99847,48049
"TX, Burleson",,0.0,0.0,0.0,,1.0,,,,,,1.0,,,,0.0,,,,,30.493487,-96.622091,48051
"TX, Burnet",,0.0,2.0,0.0,,0.0,,0.0,,,,2.0,,,,0.0,,,,,30.789616,-98.201195,48053
"TX, Caldwell",,1.0,1.0,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,29.840422,-97.631097,48055
"TX, Calhoun",,,0.0,,,,,,,,,1.0,,,1.0,,,,,,28.445366,-96.5833,48057
"TX, Callahan",,1.0,5.0,0.0,,0.0,,,,,,,,,,1.0,,,,,32.29315,-99.372249,48059
"TX, Cameron",,0.0,18.0,1.0,,3.0,4.0,,0.0,,,2.0,1.0,,0.0,0.0,0.0,1.0,,4.0,26.102923,-97.478958,48061
"TX, Camp",,,0.0,,0.0,0.0,0.0,,0.0,,,1.0,,,,0.0,,,,,32.974581,-94.979085,48063
"TX, Carson",,0.0,2.0,1.0,1.0,,,,,,,3.0,1.0,,1.0,,,1.0,,,35.405496,-101.355356,48065
"TX, Cass",,0.0,0.0,0.0,,,0.0,,,,,2.0,0.0,,2.0,2.0,,,,,33.083698,-94.357579,48067
"TX, Castro",,0.0,19.0,1.0,1.0,1.0,,1.0,,,,3.0,2.0,5.0,2.0,,,1.0,,,34.533621,-102.258786,48069
"TX, Chambers",,0.0,1.0,,,0.0,,,,,,,,2.0,0.0,,,1.0,,,29.703933,-94.668875,48071
"TX, Cherokee",,0.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,,,,1.0,,,,,31.843859,-95.156504,48073
"TX, Childress",,1.0,1.0,1.0,,0.0,,,,,,,1.0,,,,,,,,34.529337,-100.208336,48075
"TX, Clay",,0.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,33.785904,-98.212918,48077
"TX, Cochran",,,2.0,2.0,,,,,1.0,,,,2.0,,,,,,,,33.60844,-102.830449,48079
"TX, Coke",,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,,,,0.0,31.877105,-100.635236,48081
"TX, Coleman",,0.0,0.0,,1.0,,,,,,,,,,,,,,,,31.914205,-99.346622,48083
"TX, Collin",,1.0,5.0,0.0,2.0,12.0,10.0,,1.0,,0.0,64.0,10.0,1.0,6.0,22.0,12.0,4.0,,5.0,33.193885,-96.578153,48085
"TX, Collingsworth",,0.0,1.0,,,,,,,,,,1.0,,,,,,,,34.963358,-100.272135,48087
"TX, Colorado",,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,1.0,,,,1.0,29.595908,-96.508389,48089
"TX, Comal",,0.0,,,0.0,,,,1.0,,,1.0,,2.0,,,,,,,29.803019,-98.255201,48091
"TX, Comanche",,0.0,1.0,,,1.0,,,0.0,,,1.0,,,,0.0,,,,,31.951645,-98.549617,48093
"TX, Concho",,0.0,,,,,,,,,,2.0,,,1.0,,,,,,31.318865,-99.863648,48095
"TX, Cooke",,0.0,5.0,,,1.0,3.0,,,,0.0,6.0,1.0,,0.0,0.0,1.0,0.0,,,33.639169,-97.210372,48097
"TX, Coryell",,0.0,0.0,0.0,,0.0,1.0,0.0,,,,1.0,0.0,,,0.0,,,,,31.391177,-97.798022,48099
"TX, Cottle",,0.0,0.0,,0.0,,,,,,,,,,,,,,,,34.091906,-100.276442,48101
"TX, Crosby",,3.0,5.0,1.0,1.0,,,,,5.0,,3.0,,2.0,,,,,,,33.609144,-101.29871,48107
"TX, Dallam",,0.0,0.0,1.0,1.0,,2.0,,,,,0.0,2.0,,0.0,0.0,,,,,36.28637,-102.59402,48111
"TX, Dallas",,25.0,63.0,15.0,34.0,81.0,25.0,3.0,16.0,0.0,1.0,396.0,16.0,12.0,23.0,61.0,26.0,13.0,1.0,20.0,32.766987,-96.778424,48113
"TX, Dawson",,0.0,0.0,,,,1.0,,,2.0,,2.0,,1.0,1.0,1.0,,,,,32.741934,-101.947322,48115
"TX, De Witt",,,0.0,,,,0.0,1.0,,,,2.0,,,,,,,,,29.082342,-97.361656,48123
"TX, Deaf Smith",,0.0,12.0,1.0,1.0,,,,,,,2.0,5.0,3.0,1.0,,1.0,0.0,,,34.940766,-102.607564,48117
"TX, Delta",,0.0,0.0,,,,,,,,,,0.0,,,,,,,,33.385933,-95.67335,48119
"TX, Denton",,1.0,10.0,0.0,2.0,5.0,8.0,2.0,5.0,0.0,0.0,183.0,9.0,4.0,10.0,20.0,12.0,2.0,0.0,7.0,33.205005,-97.119046,48121
"TX, Dickens",,0.0,0.0,,,,,,,1.0,,1.0,,,,,0.0,,,,33.614666,-100.786095,48125
"TX, Dimmit",,,,,,,,,,,,,,,,1.0,,,,,28.423587,-99.765871,48127
"TX, Donley",,0.0,2.0,0.0,,2.0,,,0.0,,,0.0,1.0,,,,,,,,34.955036,-100.815846,48129
"TX, Duval",,0.0,,,,,,,,,,,,,,,,,,,27.681123,-98.497393,48131
"TX, Eastland",,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,1.0,,,,,32.324645,-98.83656,48133
"TX, Ector",,0.0,9.0,2.0,,,3.0,,1.0,,,11.0,1.0,2.0,,1.0,0.0,1.0,,,31.865301,-102.542507,48135
"TX, Edwards",,0.0,0.0,,,,,,,,,,,,,,,,,,29.985877,-100.307373,48137
"TX, El Paso",,0.0,34.0,29.0,11.0,15.0,37.0,24.0,22.0,26.0,5.0,32.0,16.0,15.0,16.0,6.0,14.0,6.0,16.0,7.0,31.766403,-106.241391,48141
"TX, Ellis",,1.0,5.0,,1.0,0.0,0.0,,,,,26.0,0.0,1.0,2.0,3.0,1.0,1.0,,1.0,32.347279,-96.798336,48139
"TX, Erath",,0.0,2.0,,0.0,,0.0,0.0,,,,1.0,,1.0,1.0,0.0,,,,0.0,32.238136,-98.222377,48143
"TX, Falls",,0.0,1.0,,,0.0,,,,,,,,,1.0,1.0,,,,,31.25193,-96.934128,48145
"TX, Fannin",,0.0,0.0,,,0.0,0.0,,,,,2.0,,,,,,,,,33.591161,-96.104988,48147
"TX, Fayette",,0.0,0.0,0.0,,0.0,,,,,,5.0,,,,0.0,,,,,29.877886,-96.921231,48149
"TX, Fisher",,0.0,,,,,,,,1.0,,1.0,0.0,,,,,,,,32.740473,-100.40312,48151
"TX, Floyd",,1.0,7.0,1.0,1.0,,,,1.0,,,1.0,2.0,3.0,5.0,,0.0,,1.0,,34.073731,-101.303274,48153
"TX, Foard",,,,,,,,,,1.0,,,1.0,,,,,,,,33.980404,-99.777427,48155
"TX, Fort Bend",,1.0,0.0,0.0,3.0,2.0,1.0,,0.0,,0.0,14.0,1.0,4.0,1.0,2.0,0.0,2.0,,,29.526602,-95.771015,48157
"TX, Franklin",,0.0,,,,0.0,1.0,,,,,,,,,1.0,,,1.0,,33.175846,-95.219066,48159
"TX, Freestone",,0.0,0.0,0.0,,2.0,1.0,,,,,1.0,0.0,,1.0,2.0,,,,,31.701654,-96.144237,48161
"TX, Frio",,0.0,,,,,0.0,1.0,,,,2.0,,,,,,,,,28.869334,-99.108788,48163
"TX, Gaines",,,1.0,2.0,,,,,,,,,3.0,,,1.0,,,,,32.743942,-102.631562,48165
"TX, Galveston",,1.0,1.0,1.0,2.0,2.0,1.0,,0.0,2.0,,1.0,,2.0,0.0,6.0,,1.0,0.0,0.0,29.228706,-94.894865,48167
"TX, Garza",,0.0,0.0,1.0,,,,,,0.0,,,0.0,,,,,,,,33.183792,-101.301134,48169
"TX, Gillespie",,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,30.32639,-98.942106,48171
"TX, Glasscock",,0.0,,0.0,,,1.0,,,,,1.0,2.0,,,,,,,,31.868591,-101.528971,48173
"TX, Goliad",,0.0,,,,,,,,,,,,,,,,,,,28.6607,-97.430415,48175
"TX, Gonzales",,0.0,0.0,,,,,0.0,,,,,,0.0,1.0,,,,,,29.468704,-97.477738,48177
"TX, Gray",,0.0,3.0,,,,,0.0,,1.0,,0.0,,1.0,1.0,,,,,,35.402542,-100.812374,48179
"TX, Grayson",,0.0,1.0,,0.0,0.0,,,1.0,,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,,,33.624508,-96.675699,48181
"TX, Gregg",,0.0,12.0,0.0,3.0,0.0,1.0,0.0,,,,30.0,,,3.0,4.0,,2.0,,,32.486397,-94.816276,48183
"TX, Grimes",,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,3.0,1.0,2.0,,,,,30.543231,-95.988082,48185
"TX, Guadalupe",,0.0,,,1.0,,0.0,0.0,,,,4.0,1.0,,1.0,0.0,,1.0,,,29.583208,-97.949027,48187
"TX, Hale",,2.0,35.0,5.0,1.0,3.0,,1.0,,1.0,,4.0,4.0,3.0,1.0,1.0,,1.0,1.0,,34.068436,-101.822888,48189
"TX, Hall",,0.0,2.0,,,,,,,,,,,2.0,,,,,,,34.453189,-100.576343,48191
"TX, Hamilton",,0.0,,,,,,,,,,0.0,,,,1.0,,,,,31.706982,-98.111794,48193
"TX, Hansford",,0.0,4.0,,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,36.272847,-101.35693,48195
"TX, Hardeman",,1.0,,,,,,,,,,,,,,,,,,0.0,34.289904,-99.745697,48197
"TX, Hardin",,0.0,1.0,0.0,1.0,0.0,3.0,,0.0,,,0.0,,1.0,,,,,,,30.329612,-94.393149,48199
"TX, Harris",,105.0,46.0,34.0,34.0,54.0,26.0,2.0,13.0,23.0,15.0,101.0,9.0,134.0,40.0,24.0,16.0,39.0,2.0,1.0,29.857273,-95.393037,48201
"TX, Harrison",,,3.0,,0.0,0.0,0.0,,,,,6.0,0.0,0.0,,0.0,0.0,,,,32.547993,-94.374425,48203
"TX, Hartley",,0.0,0.0,,,,1.0,,,,,,,,,,,,,,35.840244,-102.610047,48205
