County,State,State Abbreviation,Precipitation (in),Year
Clark County,Indiana,IN,12.33,2001
Clay County,Indiana,IN,13.32,2001
Clinton County,Indiana,IN,14.53,2001
Crawford County,Indiana,IN,11.62,2001
Daviess County,Indiana,IN,12.19,2001
Dearborn County,Indiana,IN,17.50,2001
Decatur County,Indiana,IN,16.80,2001
DeKalb County,Indiana,IN,10.82,2001
Delaware County,Indiana,IN,14.64,2001
Dubois County,Indiana,IN,12.98,2001
Elkhart County,Indiana,IN,14.34,2001
Fayette County,Indiana,IN,15.28,2001
Floyd County,Indiana,IN,11.45,2001
Fountain County,Indiana,IN,11.84,2001
Franklin County,Indiana,IN,17.07,2001
Fulton County,Indiana,IN,14.99,2001
Gibson County,Indiana,IN,12.86,2001
Grant County,Indiana,IN,14.16,2001
Greene County,Indiana,IN,11.19,2001
Hamilton County,Indiana,IN,13.75,2001
Hancock County,Indiana,IN,15.32,2001
Harrison County,Indiana,IN,10.77,2001
Hendricks County,Indiana,IN,13.49,2001
Henry County,Indiana,IN,15.11,2001
Howard County,Indiana,IN,13.43,2001
Huntington County,Indiana,IN,14.43,2001
Jackson County,Indiana,IN,13.39,2001
Jasper County,Indiana,IN,11.42,2001
Jay County,Indiana,IN,14.18,2001
Jefferson County,Indiana,IN,14.36,2001
Jennings County,Indiana,IN,14.61,2001
Johnson County,Indiana,IN,13.52,2001
Knox County,Indiana,IN,12.25,2001
Kosciusko County,Indiana,IN,13.30,2001
LaGrange County,Indiana,IN,11.05,2001
Lake County,Indiana,IN,10.94,2001
LaPorte County,Indiana,IN,12.04,2001
Lawrence County,Indiana,IN,11.70,2001
Madison County,Indiana,IN,15.47,2001
Marion County,Indiana,IN,14.63,2001
Marshall County,Indiana,IN,12.45,2001
Martin County,Indiana,IN,11.63,2001
Miami County,Indiana,IN,13.24,2001
Monroe County,Indiana,IN,15.47,2001
Montgomery County,Indiana,IN,12.30,2001
Morgan County,Indiana,IN,13.34,2001
Newton County,Indiana,IN,11.11,2001
Noble County,Indiana,IN,12.34,2001
Ohio County,Indiana,IN,16.95,2001
Orange County,Indiana,IN,11.12,2001
Owen County,Indiana,IN,13.37,2001
Parke County,Indiana,IN,12.79,2001
Perry County,Indiana,IN,11.49,2001
Pike County,Indiana,IN,12.11,2001
Porter County,Indiana,IN,11.95,2001
Posey County,Indiana,IN,12.45,2001
Pulaski County,Indiana,IN,11.68,2001
Putnam County,Indiana,IN,14.06,2001
Randolph County,Indiana,IN,14.29,2001
Ripley County,Indiana,IN,17.25,2001
Rush County,Indiana,IN,15.63,2001
St. Joseph County,Indiana,IN,11.98,2001
Scott County,Indiana,IN,14.44,2001
Shelby County,Indiana,IN,14.85,2001
Spencer County,Indiana,IN,11.78,2001
Starke County,Indiana,IN,11.52,2001
Steuben County,Indiana,IN,10.02,2001
Sullivan County,Indiana,IN,11.34,2001
Switzerland County,Indiana,IN,16.04,2001
Tippecanoe County,Indiana,IN,12.05,2001
Tipton County,Indiana,IN,12.56,2001
Union County,Indiana,IN,15.62,2001
Vanderburgh County,Indiana,IN,13.26,2001
Vermillion County,Indiana,IN,13.17,2001
Vigo County,Indiana,IN,12.35,2001
Wabash County,Indiana,IN,14.29,2001
Warren County,Indiana,IN,13.07,2001
Warrick County,Indiana,IN,13.85,2001
Washington County,Indiana,IN,12.19,2001
Wayne County,Indiana,IN,16.04,2001
Wells County,Indiana,IN,13.65,2001
White County,Indiana,IN,13.20,2001
Whitley County,Indiana,IN,13.53,2001
Adair County,Iowa,IA,9.13,2001
Adams County,Iowa,IA,9.55,2001
Allamakee County,Iowa,IA,12.94,2001
Appanoose County,Iowa,IA,10.09,2001
Audubon County,Iowa,IA,9.03,2001
Benton County,Iowa,IA,11.39,2001
Black Hawk County,Iowa,IA,12.48,2001
Boone County,Iowa,IA,10.14,2001
Bremer County,Iowa,IA,12.48,2001
Buchanan County,Iowa,IA,13.87,2001
Buena Vista County,Iowa,IA,8.94,2001
Butler County,Iowa,IA,12.94,2001
Calhoun County,Iowa,IA,11.23,2001
Carroll County,Iowa,IA,9.72,2001
Cass County,Iowa,IA,9.02,2001
Cedar County,Iowa,IA,11.06,2001
Cerro Gordo County,Iowa,IA,8.53,2001
Cherokee County,Iowa,IA,11.22,2001
Chickasaw County,Iowa,IA,11.29,2001
Clarke County,Iowa,IA,11.14,2001
Clay County,Iowa,IA,7.13,2001
Clayton County,Iowa,IA,13.98,2001
Clinton County,Iowa,IA,11.48,2001
Crawford County,Iowa,IA,8.79,2001
Dallas County,Iowa,IA,9.38,2001
Davis County,Iowa,IA,11.70,2001
Decatur County,Iowa,IA,10.69,2001
Delaware County,Iowa,IA,13.14,2001
Des Moines County,Iowa,IA,10.36,2001
Dickinson County,Iowa,IA,7.02,2001
Dubuque County,Iowa,IA,12.02,2001
Emmet County,Iowa,IA,6.52,2001
Fayette County,Iowa,IA,14.25,2001
Floyd County,Iowa,IA,11.08,2001
Franklin County,Iowa,IA,11.62,2001
Fremont County,Iowa,IA,8.89,2001
Greene County,Iowa,IA,9.72,2001
Grundy County,Iowa,IA,11.05,2001
Guthrie County,Iowa,IA,9.29,2001
Hamilton County,Iowa,IA,11.68,2001
Hancock County,Iowa,IA,9.06,2001
Hardin County,Iowa,IA,11.73,2001
Harrison County,Iowa,IA,8.58,2001
Henry County,Iowa,IA,8.75,2001
Howard County,Iowa,IA,9.63,2001
Humboldt County,Iowa,IA,10.49,2001
Ida County,Iowa,IA,10.84,2001
Iowa County,Iowa,IA,9.25,2001
Jackson County,Iowa,IA,11.41,2001
Jasper County,Iowa,IA,9.56,2001
Jefferson County,Iowa,IA,8.82,2001
Johnson County,Iowa,IA,10.12,2001
Jones County,Iowa,IA,11.76,2001
Keokuk County,Iowa,IA,8.08,2001
Kossuth County,Iowa,IA,8.41,2001
Lee County,Iowa,IA,10.46,2001
Linn County,Iowa,IA,11.04,2001
Louisa County,Iowa,IA,11.15,2001
Lucas County,Iowa,IA,10.11,2001
Lyon County,Iowa,IA,9.17,2001
Madison County,Iowa,IA,9.44,2001
Mahaska County,Iowa,IA,8.43,2001
Marion County,Iowa,IA,8.68,2001
Marshall County,Iowa,IA,9.29,2001
Mills County,Iowa,IA,7.49,2001
Mitchell County,Iowa,IA,10.10,2001
Monona County,Iowa,IA,9.70,2001
Monroe County,Iowa,IA,9.34,2001
Montgomery County,Iowa,IA,10.62,2001
Muscatine County,Iowa,IA,11.52,2001
O'Brien County,Iowa,IA,8.59,2001
Osceola County,Iowa,IA,6.82,2001
Page County,Iowa,IA,10.86,2001
Palo Alto County,Iowa,IA,8.02,2001
Plymouth County,Iowa,IA,10.52,2001
Pocahontas County,Iowa,IA,9.36,2001
Polk County,Iowa,IA,8.94,2001
Pottawattamie County,Iowa,IA,7.81,2001
Poweshiek County,Iowa,IA,9.33,2001
Ringgold County,Iowa,IA,10.14,2001
Sac County,Iowa,IA,10.52,2001
Scott County,Iowa,IA,11.07,2001
Shelby County,Iowa,IA,8.49,2001
Sioux County,Iowa,IA,10.23,2001
Story County,Iowa,IA,10.64,2001
Tama County,Iowa,IA,9.88,2001
Taylor County,Iowa,IA,10.55,2001
Union County,Iowa,IA,10.10,2001
Van Buren County,Iowa,IA,9.77,2001
Wapello County,Iowa,IA,10.25,2001
Warren County,Iowa,IA,10.23,2001
Washington County,Iowa,IA,9.38,2001
Wayne County,Iowa,IA,9.98,2001
Webster County,Iowa,IA,11.08,2001
Winnebago County,Iowa,IA,7.31,2001
Winneshiek County,Iowa,IA,10.77,2001
Woodbury County,Iowa,IA,10.49,2001
Worth County,Iowa,IA,8.14,2001
Wright County,Iowa,IA,11.66,2001
Allen County,Kansas,KS,13.87,2001
Anderson County,Kansas,KS,13.35,2001
Atchison County,Kansas,KS,18.66,2001
Barber County,Kansas,KS,4.77,2001
Barton County,Kansas,KS,11.38,2001
Bourbon County,Kansas,KS,11.85,2001
Brown County,Kansas,KS,17.81,2001
Butler County,Kansas,KS,8.76,2001
Chase County,Kansas,KS,11.64,2001
Chautauqua County,Kansas,KS,6.17,2001
Cherokee County,Kansas,KS,8.98,2001
Cheyenne County,Kansas,KS,7.57,2001
Clark County,Kansas,KS,5.34,2001
Clay County,Kansas,KS,12.37,2001
Cloud County,Kansas,KS,11.69,2001
Coffey County,Kansas,KS,12.42,2001
Comanche County,Kansas,KS,5.02,2001
Cowley County,Kansas,KS,7.00,2001
Crawford County,Kansas,KS,9.30,2001
Decatur County,Kansas,KS,8.62,2001
Dickinson County,Kansas,KS,10.69,2001
Doniphan County,Kansas,KS,18.06,2001
Douglas County,Kansas,KS,13.58,2001
Edwards County,Kansas,KS,9.51,2001
Elk County,Kansas,KS,8.60,2001
Ellis County,Kansas,KS,11.07,2001
Ellsworth County,Kansas,KS,11.65,2001
Finney County,Kansas,KS,5.63,2001
Ford County,Kansas,KS,6.06,2001
Franklin County,Kansas,KS,12.17,2001
Geary County,Kansas,KS,11.08,2001
Gove County,Kansas,KS,11.25,2001
Graham County,Kansas,KS,9.73,2001
Grant County,Kansas,KS,6.42,2001
Gray County,Kansas,KS,5.77,2001
Greeley County,Kansas,KS,6.34,2001
Greenwood County,Kansas,KS,13.34,2001
Hamilton County,Kansas,KS,6.04,2001
Harper County,Kansas,KS,5.32,2001
Harvey County,Kansas,KS,8.52,2001
Haskell County,Kansas,KS,5.07,2001
Hodgeman County,Kansas,KS,8.38,2001
Jackson County,Kansas,KS,17.40,2001
Jefferson County,Kansas,KS,14.76,2001
Jewell County,Kansas,KS,10.87,2001
Johnson County,Kansas,KS,12.91,2001
Kearny County,Kansas,KS,5.94,2001
Kingman County,Kansas,KS,5.83,2001
Kiowa County,Kansas,KS,6.62,2001
Labette County,Kansas,KS,8.00,2001
Lane County,Kansas,KS,7.75,2001
Leavenworth County,Kansas,KS,13.73,2001
Lincoln County,Kansas,KS,11.41,2001
Linn County,Kansas,KS,13.19,2001
Logan County,Kansas,KS,8.80,2001
Lyon County,Kansas,KS,10.62,2001
McPherson County,Kansas,KS,9.18,2001
Marion County,Kansas,KS,9.98,2001
Marshall County,Kansas,KS,16.32,2001
Meade County,Kansas,KS,4.81,2001
Miami County,Kansas,KS,11.52,2001
Mitchell County,Kansas,KS,9.92,2001
Montgomery County,Kansas,KS,7.52,2001
Morris County,Kansas,KS,10.58,2001
Morton County,Kansas,KS,7.12,2001
Nemaha County,Kansas,KS,19.34,2001
Neosho County,Kansas,KS,10.62,2001
Ness County,Kansas,KS,9.69,2001
Norton County,Kansas,KS,9.65,2001
Osage County,Kansas,KS,13.83,2001
Osborne County,Kansas,KS,9.75,2001
Ottawa County,Kansas,KS,11.88,2001
Pawnee County,Kansas,KS,10.55,2001
Phillips County,Kansas,KS,9.99,2001
Pottawatomie County,Kansas,KS,15.21,2001
Pratt County,Kansas,KS,5.62,2001
Rawlins County,Kansas,KS,8.66,2001
Reno County,Kansas,KS,6.85,2001
Republic County,Kansas,KS,13.78,2001
Rice County,Kansas,KS,9.12,2001
Riley County,Kansas,KS,12.96,2001
Rooks County,Kansas,KS,9.92,2001
Rush County,Kansas,KS,10.59,2001
Russell County,Kansas,KS,11.14,2001
Saline County,Kansas,KS,9.40,2001
Scott County,Kansas,KS,6.74,2001
Sedgwick County,Kansas,KS,7.03,2001
Seward County,Kansas,KS,4.96,2001
Shawnee County,Kansas,KS,16.05,2001
Sheridan County,Kansas,KS,10.37,2001
Sherman County,Kansas,KS,8.12,2001
Smith County,Kansas,KS,9.21,2001
Stafford County,Kansas,KS,8.06,2001
Stanton County,Kansas,KS,7.87,2001
Stevens County,Kansas,KS,5.29,2001
Sumner County,Kansas,KS,7.00,2001
Thomas County,Kansas,KS,8.72,2001
Trego County,Kansas,KS,11.37,2001
Wabaunsee County,Kansas,KS,13.11,2001
Wallace County,Kansas,KS,6.97,2001
Washington County,Kansas,KS,14.75,2001
Wichita County,Kansas,KS,7.43,2001
Wilson County,Kansas,KS,10.04,2001
Woodson County,Kansas,KS,13.54,2001
Wyandotte County,Kansas,KS,14.59,2001
Adair County,Kentucky,KY,10.81,2001
Allen County,Kentucky,KY,11.55,2001
Anderson County,Kentucky,KY,12.50,2001
Ballard County,Kentucky,KY,15.42,2001
Barren County,Kentucky,KY,11.80,2001
Bath County,Kentucky,KY,14.98,2001
Bell County,Kentucky,KY,13.09,2001
Boone County,Kentucky,KY,15.44,2001
Bourbon County,Kentucky,KY,18.16,2001
Boyd County,Kentucky,KY,9.73,2001
Boyle County,Kentucky,KY,10.50,2001
Bracken County,Kentucky,KY,15.20,2001
Breathitt County,Kentucky,KY,12.70,2001
Breckinridge County,Kentucky,KY,13.49,2001
Bullitt County,Kentucky,KY,9.91,2001
Butler County,Kentucky,KY,15.46,2001
Caldwell County,Kentucky,KY,12.75,2001
Calloway County,Kentucky,KY,13.39,2001
Campbell County,Kentucky,KY,14.63,2001
Carlisle County,Kentucky,KY,13.12,2001
Carroll County,Kentucky,KY,14.15,2001
Carter County,Kentucky,KY,10.30,2001
Casey County,Kentucky,KY,11.82,2001
Christian County,Kentucky,KY,10.37,2001
Clark County,Kentucky,KY,15.87,2001
Clay County,Kentucky,KY,10.86,2001
Clinton County,Kentucky,KY,15.75,2001
Crittenden County,Kentucky,KY,14.26,2001
Cumberland County,Kentucky,KY,15.18,2001
Daviess County,Kentucky,KY,12.55,2001
Edmonson County,Kentucky,KY,13.13,2001
Elliott County,Kentucky,KY,11.47,2001
Estill County,Kentucky,KY,15.19,2001
Fayette County,Kentucky,KY,14.40,2001
Fleming County,Kentucky,KY,15.52,2001
Floyd County,Kentucky,KY,12.44,2001
Franklin County,Kentucky,KY,12.78,2001
Fulton County,Kentucky,KY,10.54,2001
Gallatin County,Kentucky,KY,14.32,2001
Garrard County,Kentucky,KY,12.47,2001
Grant County,Kentucky,KY,11.56,2001
Graves County,Kentucky,KY,11.88,2001
Grayson County,Kentucky,KY,13.58,2001
Green County,Kentucky,KY,9.31,2001
Greenup County,Kentucky,KY,8.78,2001
Hancock County,Kentucky,KY,12.57,2001
Hardin County,Kentucky,KY,10.52,2001
Harlan County,Kentucky,KY,14.38,2001
Harrison County,Kentucky,KY,15.97,2001
Hart County,Kentucky,KY,12.79,2001
Henderson County,Kentucky,KY,12.35,2001
Henry County,Kentucky,KY,11.83,2001
Hickman County,Kentucky,KY,11.97,2001
Hopkins County,Kentucky,KY,12.06,2001
Jackson County,Kentucky,KY,12.51,2001
Jefferson County,Kentucky,KY,11.27,2001
Jessamine County,Kentucky,KY,12.36,2001
Johnson County,Kentucky,KY,12.32,2001
Kenton County,Kentucky,KY,14.40,2001
Knott County,Kentucky,KY,13.59,2001
Knox County,Kentucky,KY,11.35,2001
Larue County,Kentucky,KY,9.55,2001
Laurel County,Kentucky,KY,11.13,2001
Lawrence County,Kentucky,KY,10.83,2001
Lee County,Kentucky,KY,14.27,2001
Leslie County,Kentucky,KY,12.69,2001
Letcher County,Kentucky,KY,14.01,2001
Lewis County,Kentucky,KY,12.44,2001
Lincoln County,Kentucky,KY,11.81,2001
Livingston County,Kentucky,KY,12.98,2001
Logan County,Kentucky,KY,10.56,2001
Lyon County,Kentucky,KY,13.46,2001
McCracken County,Kentucky,KY,13.54,2001
McCreary County,Kentucky,KY,12.90,2001
McLean County,Kentucky,KY,13.75,2001
Madison County,Kentucky,KY,13.46,2001
Magoffin County,Kentucky,KY,11.17,2001
Marion County,Kentucky,KY,11.08,2001
Marshall County,Kentucky,KY,13.40,2001
Martin County,Kentucky,KY,12.09,2001
Mason County,Kentucky,KY,15.52,2001
Meade County,Kentucky,KY,11.42,2001
Menifee County,Kentucky,KY,14.89,2001
Mercer County,Kentucky,KY,11.51,2001
Metcalfe County,Kentucky,KY,12.72,2001
Monroe County,Kentucky,KY,12.34,2001
Montgomery County,Kentucky,KY,15.23,2001
Morgan County,Kentucky,KY,12.63,2001
Muhlenberg County,Kentucky,KY,12.57,2001
Nelson County,Kentucky,KY,10.14,2001
Nicholas County,Kentucky,KY,17.74,2001
Ohio County,Kentucky,KY,15.22,2001
Oldham County,Kentucky,KY,12.02,2001
Owen County,Kentucky,KY,11.78,2001
Owsley County,Kentucky,KY,13.02,2001
Pendleton County,Kentucky,KY,13.16,2001
Perry County,Kentucky,KY,13.66,2001
Pike County,Kentucky,KY,13.05,2001
Powell County,Kentucky,KY,16.04,2001
Pulaski County,Kentucky,KY,10.96,2001
Robertson County,Kentucky,KY,16.70,2001
Rockcastle County,Kentucky,KY,12.31,2001
Rowan County,Kentucky,KY,15.71,2001
Russell County,Kentucky,KY,12.57,2001
Scott County,Kentucky,KY,15.01,2001
Shelby County,Kentucky,KY,11.98,2001
Simpson County,Kentucky,KY,11.33,2001
Spencer County,Kentucky,KY,9.77,2001
Taylor County,Kentucky,KY,9.69,2001
Todd County,Kentucky,KY,9.91,2001
Trigg County,Kentucky,KY,11.02,2001
Trimble County,Kentucky,KY,12.82,2001
Union County,Kentucky,KY,11.71,2001
Warren County,Kentucky,KY,11.91,2001
Washington County,Kentucky,KY,11.54,2001
Wayne County,Kentucky,KY,13.33,2001
Webster County,Kentucky,KY,12.12,2001
Whitley County,Kentucky,KY,12.71,2001
Wolfe County,Kentucky,KY,13.46,2001
Woodford County,Kentucky,KY,12.89,2001
Acadia Parish,Louisiana,LA,20.78,2001
Allen Parish,Louisiana,LA,17.78,2001
Ascension Parish,Louisiana,LA,18.37,2001
Assumption Parish,Louisiana,LA,20.19,2001
Avoyelles Parish,Louisiana,LA,15.68,2001
Beauregard Parish,Louisiana,LA,17.12,2001
Bienville Parish,Louisiana,LA,13.25,2001
Bossier Parish,Louisiana,LA,11.83,2001
Caddo Parish,Louisiana,LA,13.22,2001
Calcasieu Parish,Louisiana,LA,24.67,2001
Caldwell Parish,Louisiana,LA,10.64,2001
Cameron Parish,Louisiana,LA,27.42,2001
Catahoula Parish,Louisiana,LA,14.04,2001
Claiborne Parish,Louisiana,LA,10.74,2001
Concordia Parish,Louisiana,LA,16.98,2001
De Soto Parish,Louisiana,LA,13.99,2001
East Baton Rouge Parish,Louisiana,LA,17.17,2001
East Carroll Parish,Louisiana,LA,9.02,2001
East Feliciana Parish,Louisiana,LA,17.67,2001
Evangeline Parish,Louisiana,LA,18.28,2001
Franklin Parish,Louisiana,LA,13.03,2001
Grant Parish,Louisiana,LA,13.52,2001
Iberia Parish,Louisiana,LA,23.78,2001
Iberville Parish,Louisiana,LA,18.67,2001
Jackson Parish,Louisiana,LA,12.13,2001
Jefferson Parish,Louisiana,LA,21.06,2001
Jefferson Davis Parish,Louisiana,LA,23.90,2001
Lafayette Parish,Louisiana,LA,22.67,2001
Lafourche Parish,Louisiana,LA,18.97,2001
La Salle Parish,Louisiana,LA,12.26,2001
Lincoln Parish,Louisiana,LA,11.34,2001
Livingston Parish,Louisiana,LA,18.05,2001
Madison Parish,Louisiana,LA,11.31,2001
Morehouse Parish,Louisiana,LA,9.25,2001
Natchitoches Parish,Louisiana,LA,14.79,2001
Orleans Parish,Louisiana,LA,21.50,2001
Ouachita Parish,Louisiana,LA,10.61,2001
Plaquemines Parish,Louisiana,LA,19.18,2001
Pointe Coupee Parish,Louisiana,LA,17.51,2001
Rapides Parish,Louisiana,LA,13.85,2001
Red River Parish,Louisiana,LA,13.98,2001
Richland Parish,Louisiana,LA,9.84,2001
Sabine Parish,Louisiana,LA,13.01,2001
St. Bernard Parish,Louisiana,LA,21.76,2001
St. Charles Parish,Louisiana,LA,20.23,2001
St. Helena Parish,Louisiana,LA,17.94,2001
St. James Parish,Louisiana,LA,17.93,2001
St. John the Baptist Parish,Louisiana,LA,19.03,2001
St. Landry Parish,Louisiana,LA,19.29,2001
St. Martin Parish,Louisiana,LA,21.30,2001
St. Mary Parish,Louisiana,LA,19.13,2001
St. Tammany Parish,Louisiana,LA,20.02,2001
Tangipahoa Parish,Louisiana,LA,18.90,2001
Tensas Parish,Louisiana,LA,14.63,2001
Terrebonne Parish,Louisiana,LA,20.68,2001
Union Parish,Louisiana,LA,12.65,2001
Vermilion Parish,Louisiana,LA,25.48,2001
Vernon Parish,Louisiana,LA,15.94,2001
Washington Parish,Louisiana,LA,21.51,2001
Webster Parish,Louisiana,LA,10.91,2001
West Baton Rouge Parish,Louisiana,LA,17.78,2001
West Carroll Parish,Louisiana,LA,8.36,2001
West Feliciana Parish,Louisiana,LA,17.61,2001
Winn Parish,Louisiana,LA,14.34,2001
Androscoggin County,Maine,ME,7.47,2001
Aroostook County,Maine,ME,10.80,2001
Cumberland County,Maine,ME,7.22,2001
Franklin County,Maine,ME,10.03,2001
Hancock County,Maine,ME,5.92,2001
Kennebec County,Maine,ME,7.56,2001
Knox County,Maine,ME,5.82,2001
Lincoln County,Maine,ME,6.97,2001
Oxford County,Maine,ME,9.49,2001
Penobscot County,Maine,ME,9.13,2001
Piscataquis County,Maine,ME,10.06,2001
Sagadahoc County,Maine,ME,7.35,2001
Somerset County,Maine,ME,9.32,2001
Waldo County,Maine,ME,6.36,2001
Washington County,Maine,ME,6.45,2001
York County,Maine,ME,7.85,2001
Allegany County,Maryland,MD,9.45,2001
Anne Arundel County,Maryland,MD,11.82,2001
Baltimore County,Maryland,MD,9.06,2001
Calvert County,Maryland,MD,13.20,2001
Caroline County,Maryland,MD,14.03,2001
Carroll County,Maryland,MD,9.27,2001
Cecil County,Maryland,MD,9.03,2001
Charles County,Maryland,MD,12.17,2001
Dorchester County,Maryland,MD,12.67,2001
Frederick County,Maryland,MD,8.54,2001
Garrett County,Maryland,MD,11.91,2001
Harford County,Maryland,MD,8.16,2001
Howard County,Maryland,MD,10.82,2001
Kent County,Maryland,MD,12.41,2001
Montgomery County,Maryland,MD,12.22,2001
Prince George's County,Maryland,MD,12.65,2001
Queen Anne's County,Maryland,MD,12.66,2001
St. Mary's County,Maryland,MD,12.87,2001
Somerset County,Maryland,MD,12.52,2001
Talbot County,Maryland,MD,12.65,2001
Washington County,Maryland,MD,7.03,2001
Wicomico County,Maryland,MD,13.20,2001
Worcester County,Maryland,MD,11.79,2001
Baltimore City,Maryland,MD,8.93,2001
Washington,"Washington, D.C.","D.C., DC",13.23,2001
Barnstable County,Massachusetts,MA,9.85,2001
Berkshire County,Massachusetts,MA,10.82,2001
Bristol County,Massachusetts,MA,11.07,2001
Dukes County,Massachusetts,MA,10.39,2001
Essex County,Massachusetts,MA,8.30,2001
Franklin County,Massachusetts,MA,10.87,2001
Hampden County,Massachusetts,MA,9.84,2001
Hampshire County,Massachusetts,MA,10.42,2001
Middlesex County,Massachusetts,MA,9.52,2001
Nantucket County,Massachusetts,MA,9.20,2001
Norfolk County,Massachusetts,MA,10.42,2001
Plymouth County,Massachusetts,MA,10.85,2001
Suffolk County,Massachusetts,MA,9.60,2001
Worcester County,Massachusetts,MA,10.00,2001
Alcona County,Michigan,MI,9.62,2001
Alger County,Michigan,MI,10.72,2001
Allegan County,Michigan,MI,11.50,2001
Alpena County,Michigan,MI,10.91,2001
Antrim County,Michigan,MI,9.01,2001
Arenac County,Michigan,MI,8.46,2001
Baraga County,Michigan,MI,9.98,2001
Barry County,Michigan,MI,10.42,2001
Bay County,Michigan,MI,8.00,2001
Benzie County,Michigan,MI,9.64,2001
Berrien County,Michigan,MI,11.06,2001
Branch County,Michigan,MI,11.58,2001
Calhoun County,Michigan,MI,10.84,2001
Cass County,Michigan,MI,12.29,2001
Charlevoix County,Michigan,MI,10.20,2001
Cheboygan County,Michigan,MI,12.08,2001
Chippewa County,Michigan,MI,12.53,2001
Clare County,Michigan,MI,10.25,2001
Clinton County,Michigan,MI,7.88,2001
Crawford County,Michigan,MI,8.16,2001
Delta County,Michigan,MI,7.64,2001
Dickinson County,Michigan,MI,7.66,2001
Eaton County,Michigan,MI,8.35,2001
Emmet County,Michigan,MI,11.65,2001
Genesee County,Michigan,MI,7.02,2001
