,county,year,infections
13295,"AL, Tuscaloosa",2011,1
14675,"AL, Tuscaloosa",2012,3
15964,"AL, Tuscaloosa",2013,4
19127,"AL, Tuscaloosa",2016,3
20373,"AL, Tuscaloosa",2017,3
21765,"AL, Tuscaloosa",2018,2
22897,"AL, Tuscaloosa",2020,1
2774,"AL, Walker",2002,
5115,"AL, Walker",2003,
6621,"AL, Walker",2004,
2775,"AL, Washington",2002,
5116,"AL, Washington",2003,
19128,"AL, Washington",2016,1
2776,"AL, Wilcox",2002,
5117,"AL, Wilcox",2003,1
9343,"AL, Wilcox",2006,
14676,"AL, Wilcox",2012,1
2777,"AL, Winston",2002,
5118,"AL, Winston",2003,
14677,"AL, Winston",2012,1
2778,"AR, Arkansas",2002,1
5131,"AR, Arkansas",2003,2
6636,"AR, Arkansas",2004,
7954,"AR, Arkansas",2005,
9357,"AR, Arkansas",2006,
10590,"AR, Arkansas",2007,1
2779,"AR, Ashley",2002,2
5132,"AR, Ashley",2003,
6637,"AR, Ashley",2004,1
7955,"AR, Ashley",2005,
9358,"AR, Ashley",2006,
10591,"AR, Ashley",2007,
14686,"AR, Ashley",2012,1
2780,"AR, Baxter",2002,
5133,"AR, Baxter",2003,
6638,"AR, Baxter",2004,
9359,"AR, Baxter",2006,
10592,"AR, Baxter",2007,
2781,"AR, Benton",2002,
5134,"AR, Benton",2003,1
6639,"AR, Benton",2004,
7956,"AR, Benton",2005,2
9360,"AR, Benton",2006,
10593,"AR, Benton",2007,
11399,"AR, Benton",2008,
12110,"AR, Benton",2009,1
14687,"AR, Benton",2012,2
15976,"AR, Benton",2013,1
21770,"AR, Benton",2018,1
2782,"AR, Boone",2002,
5135,"AR, Boone",2003,
6640,"AR, Boone",2004,
7957,"AR, Boone",2005,1
9361,"AR, Boone",2006,
12732,"AR, Boone",2010,
15977,"AR, Boone",2013,1
2783,"AR, Bradley",2002,3
5136,"AR, Bradley",2003,1
6641,"AR, Bradley",2004,
7958,"AR, Bradley",2005,1
9362,"AR, Bradley",2006,1
10594,"AR, Bradley",2007,
12733,"AR, Bradley",2010,4
14688,"AR, Bradley",2012,2
15978,"AR, Bradley",2013,1
18034,"AR, Bradley",2015,4
20382,"AR, Bradley",2017,
7959,"AR, Calhoun",2005,
6642,"AR, Carroll",2004,
7960,"AR, Carroll",2005,
9363,"AR, Carroll",2006,
18035,"AR, Carroll",2015,1
2784,"AR, Chicot",2002,
5137,"AR, Chicot",2003,
6643,"AR, Chicot",2004,1
14689,"AR, Chicot",2012,
2785,"AR, Clark",2002,1
5138,"AR, Clark",2003,
6644,"AR, Clark",2004,1
10595,"AR, Clark",2007,1
14690,"AR, Clark",2012,1
22404,"AR, Clark",2019,1
2786,"AR, Clay",2002,
5139,"AR, Clay",2003,
9364,"AR, Clay",2006,1
2787,"AR, Cleburne",2002,
5140,"AR, Cleburne",2003,1
9365,"AR, Cleburne",2006,1
2788,"AR, Cleveland",2002,
5141,"AR, Cleveland",2003,
10596,"AR, Cleveland",2007,1
2789,"AR, Columbia",2002,
5142,"AR, Columbia",2003,1
6645,"AR, Columbia",2004,
7961,"AR, Columbia",2005,1
14691,"AR, Columbia",2012,4
16924,"AR, Columbia",2014,1
18036,"AR, Columbia",2015,1
19138,"AR, Columbia",2016,2
20383,"AR, Columbia",2017,1
22405,"AR, Columbia",2019,
2790,"AR, Conway",2002,
5143,"AR, Conway",2003,
7962,"AR, Conway",2005,1
9366,"AR, Conway",2006,
19139,"AR, Conway",2016,
2791,"AR, Craighead",2002,
5144,"AR, Craighead",2003,
6646,"AR, Craighead",2004,1
9367,"AR, Craighead",2006,
10597,"AR, Craighead",2007,
14692,"AR, Craighead",2012,1
18037,"AR, Craighead",2015,2
22406,"AR, Craighead",2019,1
2792,"AR, Crawford",2002,
5145,"AR, Crawford",2003,
6647,"AR, Crawford",2004,
7963,"AR, Crawford",2005,1
12111,"AR, Crawford",2009,1
14693,"AR, Crawford",2012,1
15979,"AR, Crawford",2013,1
20384,"AR, Crawford",2017,1
2793,"AR, Crittenden",2002,4
6648,"AR, Crittenden",2004,
7964,"AR, Crittenden",2005,1
9368,"AR, Crittenden",2006,
10598,"AR, Crittenden",2007,
11400,"AR, Crittenden",2008,1
14694,"AR, Crittenden",2012,1
15980,"AR, Crittenden",2013,1
16925,"AR, Crittenden",2014,1
18038,"AR, Crittenden",2015,2
2794,"AR, Cross",2002,
2795,"AR, Dallas",2002,
5146,"AR, Dallas",2003,
9369,"AR, Dallas",2006,
14695,"AR, Dallas",2012,
2796,"AR, Desha",2002,1
5147,"AR, Desha",2003,
6649,"AR, Desha",2004,1
7965,"AR, Desha",2005,1
14696,"AR, Desha",2012,1
20385,"AR, Desha",2017,1
2797,"AR, Drew",2002,2
5148,"AR, Drew",2003,1
6650,"AR, Drew",2004,1
7966,"AR, Drew",2005,2
9370,"AR, Drew",2006,1
10599,"AR, Drew",2007,2
14697,"AR, Drew",2012,2
19140,"AR, Drew",2016,
2798,"AR, Faulkner",2002,1
5149,"AR, Faulkner",2003,
6651,"AR, Faulkner",2004,
9371,"AR, Faulkner",2006,
14698,"AR, Faulkner",2012,1
19141,"AR, Faulkner",2016,
22407,"AR, Faulkner",2019,
2799,"AR, Franklin",2002,
5150,"AR, Franklin",2003,
6652,"AR, Franklin",2004,
7967,"AR, Franklin",2005,
9372,"AR, Franklin",2006,
21771,"AR, Franklin",2018,
9373,"AR, Fulton",2006,
18039,"AR, Fulton",2015,
2800,"AR, Garland",2002,
6653,"AR, Garland",2004,1
7968,"AR, Garland",2005,2
9374,"AR, Garland",2006,
15981,"AR, Garland",2013,2
16926,"AR, Garland",2014,1
19142,"AR, Garland",2016,1
2801,"AR, Grant",2002,
20386,"AR, Grant",2017,
2802,"AR, Greene",2002,
5151,"AR, Greene",2003,
6654,"AR, Greene",2004,1
7969,"AR, Greene",2005,
9375,"AR, Greene",2006,
10600,"AR, Greene",2007,
11401,"AR, Greene",2008,
12112,"AR, Greene",2009,
15982,"AR, Greene",2013,
2803,"AR, Hempstead",2002,
5152,"AR, Hempstead",2003,
9376,"AR, Hempstead",2006,1
14699,"AR, Hempstead",2012,3
2804,"AR, Hot Spring",2002,
5153,"AR, Hot Spring",2003,
19143,"AR, Hot Spring",2016,
2805,"AR, Howard",2002,
9377,"AR, Howard",2006,
14700,"AR, Howard",2012,
20387,"AR, Howard",2017,
2806,"AR, Independence",2002,1
5154,"AR, Independence",2003,
6655,"AR, Independence",2004,
9378,"AR, Independence",2006,
10601,"AR, Independence",2007,
11402,"AR, Independence",2008,1
12113,"AR, Independence",2009,1
16927,"AR, Independence",2014,1
2807,"AR, Izard",2002,
6656,"AR, Izard",2004,1
9379,"AR, Izard",2006,
14701,"AR, Izard",2012,
5155,"AR, Jackson",2003,
6657,"AR, Jackson",2004,
9380,"AR, Jackson",2006,
14702,"AR, Jackson",2012,
2808,"AR, Jefferson",2002,9
5156,"AR, Jefferson",2003,7
6658,"AR, Jefferson",2004,2
7970,"AR, Jefferson",2005,5
9381,"AR, Jefferson",2006,5
10602,"AR, Jefferson",2007,3
11403,"AR, Jefferson",2008,4
12114,"AR, Jefferson",2009,
12734,"AR, Jefferson",2010,2
13309,"AR, Jefferson",2011,1
14703,"AR, Jefferson",2012,2
15983,"AR, Jefferson",2013,2
18040,"AR, Jefferson",2015,3
20388,"AR, Jefferson",2017,1
21772,"AR, Jefferson",2018,2
22408,"AR, Jefferson",2019,1
2809,"AR, Johnson",2002,
5157,"AR, Johnson",2003,1
6659,"AR, Johnson",2004,
2810,"AR, Lafayette",2002,
5158,"AR, Lafayette",2003,
9382,"AR, Lafayette",2006,1
2811,"AR, Lawrence",2002,1
5159,"AR, Lawrence",2003,
6660,"AR, Lawrence",2004,
9383,"AR, Lawrence",2006,1
2812,"AR, Lee",2002,
5160,"AR, Lee",2003,
6661,"AR, Lee",2004,
7971,"AR, Lee",2005,
9384,"AR, Lee",2006,
10603,"AR, Lee",2007,
11404,"AR, Lee",2008,
2813,"AR, Lincoln",2002,
6662,"AR, Lincoln",2004,1
7972,"AR, Lincoln",2005,
12735,"AR, Lincoln",2010,1
20389,"AR, Lincoln",2017,1
22409,"AR, Lincoln",2019,1
2814,"AR, Little River",2002,
5161,"AR, Little River",2003,
9385,"AR, Little River",2006,
14704,"AR, Little River",2012,1
15984,"AR, Little River",2013,
16928,"AR, Little River",2014,1
19144,"AR, Little River",2016,1
2815,"AR, Logan",2002,
5162,"AR, Logan",2003,
6663,"AR, Logan",2004,
7973,"AR, Logan",2005,
9386,"AR, Logan",2006,
10604,"AR, Logan",2007,1
14705,"AR, Logan",2012,
15985,"AR, Logan",2013,1
2816,"AR, Lonoke",2002,
5163,"AR, Lonoke",2003,
6664,"AR, Lonoke",2004,1
9387,"AR, Lonoke",2006,1
14706,"AR, Lonoke",2012,2
15986,"AR, Lonoke",2013,
18041,"AR, Lonoke",2015,1
19145,"AR, Lonoke",2016,1
20390,"AR, Lonoke",2017,1
2817,"AR, Madison",2002,
5164,"AR, Madison",2003,
9388,"AR, Madison",2006,
14707,"AR, Madison",2012,1
15987,"AR, Madison",2013,
21773,"AR, Madison",2018,
2818,"AR, Marion",2002,
5165,"AR, Marion",2003,
7974,"AR, Marion",2005,
9389,"AR, Marion",2006,
11405,"AR, Marion",2008,1
20391,"AR, Marion",2017,1
2819,"AR, Miller",2002,
5166,"AR, Miller",2003,3
6665,"AR, Miller",2004,
7975,"AR, Miller",2005,
10605,"AR, Miller",2007,1
12115,"AR, Miller",2009,1
14708,"AR, Miller",2012,5
16929,"AR, Miller",2014,1
19146,"AR, Miller",2016,2
21774,"AR, Miller",2018,1
2820,"AR, Mississippi",2002,
5167,"AR, Mississippi",2003,
6666,"AR, Mississippi",2004,1
7976,"AR, Mississippi",2005,
9390,"AR, Mississippi",2006,
10606,"AR, Mississippi",2007,1
2821,"AR, Monroe",2002,
5168,"AR, Monroe",2003,
6667,"AR, Monroe",2004,
9391,"AR, Monroe",2006,
2822,"AR, Montgomery",2002,
7977,"AR, Montgomery",2005,
2823,"AR, Nevada",2002,
6668,"AR, Nevada",2004,1
9392,"AR, Nevada",2006,1
5169,"AR, Newton",2003,
22906,"AR, Newton",2020,
2824,"AR, Ouachita",2002,
5170,"AR, Ouachita",2003,
6669,"AR, Ouachita",2004,1
14709,"AR, Ouachita",2012,1
19147,"AR, Ouachita",2016,1
20392,"AR, Ouachita",2017,1
2825,"AR, Perry",2002,
9393,"AR, Perry",2006,
19148,"AR, Perry",2016,
2826,"AR, Phillips",2002,
5171,"AR, Phillips",2003,
6670,"AR, Phillips",2004,1
9394,"AR, Phillips",2006,1
14710,"AR, Phillips",2012,1
2827,"AR, Pike",2002,
6671,"AR, Pike",2004,
2828,"AR, Poinsett",2002,
5172,"AR, Poinsett",2003,
6672,"AR, Poinsett",2004,
2829,"AR, Polk",2002,
6673,"AR, Polk",2004,
9395,"AR, Polk",2006,
19149,"AR, Polk",2016,
2830,"AR, Pope",2002,
5173,"AR, Pope",2003,2
6674,"AR, Pope",2004,1
7978,"AR, Pope",2005,
9396,"AR, Pope",2006,
14711,"AR, Pope",2012,1
2831,"AR, Prairie",2002,
9397,"AR, Prairie",2006,
2832,"AR, Pulaski",2002,8
5174,"AR, Pulaski",2003,3
6675,"AR, Pulaski",2004,6
7979,"AR, Pulaski",2005,3
9398,"AR, Pulaski",2006,8
10607,"AR, Pulaski",2007,3
11406,"AR, Pulaski",2008,1
14712,"AR, Pulaski",2012,14
15988,"AR, Pulaski",2013,2
16930,"AR, Pulaski",2014,1
20393,"AR, Pulaski",2017,3
22410,"AR, Pulaski",2019,2
2833,"AR, Randolph",2002,
5175,"AR, Randolph",2003,
6676,"AR, Randolph",2004,
9399,"AR, Randolph",2006,
14713,"AR, Randolph",2012,1
348,"AR, Saline",2001,
2835,"AR, Saline",2002,
5176,"AR, Saline",2003,
6678,"AR, Saline",2004,
7980,"AR, Saline",2005,1
9401,"AR, Saline",2006,1
10609,"AR, Saline",2007,1
14715,"AR, Saline",2012,3
15989,"AR, Saline",2013,1
19150,"AR, Saline",2016,
20394,"AR, Saline",2017,2
22411,"AR, Saline",2019,1
22907,"AR, Saline",2020,1
2836,"AR, Scott",2002,
5177,"AR, Scott",2003,
6679,"AR, Scott",2004,1
9402,"AR, Scott",2006,
10610,"AR, Scott",2007,1
15990,"AR, Scott",2013,1
9403,"AR, Searcy",2006,1
14716,"AR, Searcy",2012,
349,"AR, Sebastian",2001,
2837,"AR, Sebastian",2002,1
5178,"AR, Sebastian",2003,
6680,"AR, Sebastian",2004,1
7981,"AR, Sebastian",2005,1
9404,"AR, Sebastian",2006,2
10611,"AR, Sebastian",2007,1
11407,"AR, Sebastian",2008,
12116,"AR, Sebastian",2009,2
14717,"AR, Sebastian",2012,2
15991,"AR, Sebastian",2013,2
16931,"AR, Sebastian",2014,2
18042,"AR, Sebastian",2015,1
20395,"AR, Sebastian",2017,1
21775,"AR, Sebastian",2018,2
2838,"AR, Sevier",2002,
5179,"AR, Sevier",2003,1
9405,"AR, Sevier",2006,
10612,"AR, Sevier",2007,
2839,"AR, Sharp",2002,
7982,"AR, Sharp",2005,
9406,"AR, Sharp",2006,
16932,"AR, Sharp",2014,1
20396,"AR, Sharp",2017,1
2834,"AR, St Francis",2002,
6677,"AR, St Francis",2004,
9400,"AR, St Francis",2006,
10608,"AR, St Francis",2007,
14714,"AR, St Francis",2012,1
2840,"AR, Stone",2002,
5180,"AR, Stone",2003,
7983,"AR, Stone",2005,
9407,"AR, Stone",2006,
20397,"AR, Stone",2017,
350,"AR, Union",2001,
2841,"AR, Union",2002,7
5181,"AR, Union",2003,1
6681,"AR, Union",2004,2
7984,"AR, Union",2005,5
9408,"AR, Union",2006,
10613,"AR, Union",2007,1
11408,"AR, Union",2008,1
14718,"AR, Union",2012,6
15992,"AR, Union",2013,1
18043,"AR, Union",2015,1
19151,"AR, Union",2016,
20398,"AR, Union",2017,1
21776,"AR, Union",2018,1
22412,"AR, Union",2019,1
2842,"AR, Van Buren",2002,
5182,"AR, Van Buren",2003,
6682,"AR, Van Buren",2004,
9409,"AR, Van Buren",2006,
2843,"AR, Washington",2002,1
5183,"AR, Washington",2003,
6683,"AR, Washington",2004,
7985,"AR, Washington",2005,
9410,"AR, Washington",2006,1
10614,"AR, Washington",2007,2
14719,"AR, Washington",2012,3
15993,"AR, Washington",2013,1
18044,"AR, Washington",2015,1
21777,"AR, Washington",2018,1
22413,"AR, Washington",2019,1
2844,"AR, White",2002,
6684,"AR, White",2004,
9411,"AR, White",2006,
10615,"AR, White",2007,
15994,"AR, White",2013,
16933,"AR, White",2014,1
18045,"AR, White",2015,1
19152,"AR, White",2016,1
20399,"AR, White",2017,2
21778,"AR, White",2018,
2845,"AR, Woodruff",2002,
5184,"AR, Woodruff",2003,
6685,"AR, Woodruff",2004,
9412,"AR, Woodruff",2006,
2846,"AR, Yell",2002,
9413,"AR, Yell",2006,1
15995,"AR, Yell",2013,
5119,"AZ, Apache",2003,
6622,"AZ, Apache",2004,5
7940,"AZ, Apache",2005,1
9344,"AZ, Apache",2006,1
10576,"AZ, Apache",2007,1
12720,"AZ, Apache",2010,1
13296,"AZ, Apache",2011,1
14678,"AZ, Apache",2012,
15965,"AZ, Apache",2013,1
16914,"AZ, Apache",2014,
18024,"AZ, Apache",2015,1
22394,"AZ, Apache",2019,1
5120,"AZ, Cochise",2003,
6623,"AZ, Cochise",2004,1
7941,"AZ, Cochise",2005,1
9345,"AZ, Cochise",2006,2
10577,"AZ, Cochise",2007,
11389,"AZ, Cochise",2008,
12721,"AZ, Cochise",2010,2
13297,"AZ, Cochise",2011,
15966,"AZ, Cochise",2013,
19129,"AZ, Cochise",2016,
20374,"AZ, Cochise",2017,
22395,"AZ, Cochise",2019,
22898,"AZ, Cochise",2020,2
5121,"AZ, Coconino",2003,
6624,"AZ, Coconino",2004,
7942,"AZ, Coconino",2005,
9346,"AZ, Coconino",2006,1
10578,"AZ, Coconino",2007,2
11390,"AZ, Coconino",2008,
12102,"AZ, Coconino",2009,1
12722,"AZ, Coconino",2010,2
13298,"AZ, Coconino",2011,
16915,"AZ, Coconino",2014,1
18025,"AZ, Coconino",2015,2
19130,"AZ, Coconino",2016,
22396,"AZ, Coconino",2019,
5122,"AZ, Gila",2003,2
6625,"AZ, Gila",2004,1
7943,"AZ, Gila",2005,
9347,"AZ, Gila",2006,1
10579,"AZ, Gila",2007,1
11391,"AZ, Gila",2008,2
12103,"AZ, Gila",2009,
12723,"AZ, Gila",2010,9
15967,"AZ, Gila",2013,1
16916,"AZ, Gila",2014,
18026,"AZ, Gila",2015,1
22397,"AZ, Gila",2019,1
5123,"AZ, Graham",2003,2
6626,"AZ, Graham",2004,4
7944,"AZ, Graham",2005,2
9348,"AZ, Graham",2006,
10580,"AZ, Graham",2007,3
11392,"AZ, Graham",2008,5
12724,"AZ, Graham",2010,9
13299,"AZ, Graham",2011,
19131,"AZ, Graham",2016,
20375,"AZ, Graham",2017,1
9349,"AZ, Greenlee",2006,
11393,"AZ, Greenlee",2008,
15968,"AZ, Greenlee",2013,1
5124,"AZ, La Paz",2003,
6627,"AZ, La Paz",2004,
7945,"AZ, La Paz",2005,1
9350,"AZ, La Paz",2006,
10581,"AZ, La Paz",2007,
13300,"AZ, La Paz",2011,
14679,"AZ, La Paz",2012,2
15969,"AZ, La Paz",2013,1
16917,"AZ, La Paz",2014,
18027,"AZ, La Paz",2015,1
19132,"AZ, La Paz",2016,
22899,"AZ, La Paz",2020,1
5125,"AZ, Maricopa",2003,7
6628,"AZ, Maricopa",2004,357
7946,"AZ, Maricopa",2005,80
9351,"AZ, Maricopa",2006,77
10582,"AZ, Maricopa",2007,68
11394,"AZ, Maricopa",2008,91
12104,"AZ, Maricopa",2009,19
12725,"AZ, Maricopa",2010,116
13301,"AZ, Maricopa",2011,45
14680,"AZ, Maricopa",2012,88
15970,"AZ, Maricopa",2013,52
16918,"AZ, Maricopa",2014,94
18028,"AZ, Maricopa",2015,62
19133,"AZ, Maricopa",2016,63
20376,"AZ, Maricopa",2017,93
21766,"AZ, Maricopa",2018,24
22398,"AZ, Maricopa",2019,155
22900,"AZ, Maricopa",2020,4
6629,"AZ, Mohave",2004,5
7947,"AZ, Mohave",2005,3
9352,"AZ, Mohave",2006,2
10583,"AZ, Mohave",2007,1
12726,"AZ, Mohave",2010,
13302,"AZ, Mohave",2011,
14681,"AZ, Mohave",2012,1
16919,"AZ, Mohave",2014,1
18029,"AZ, Mohave",2015,1
20377,"AZ, Mohave",2017,1
22399,"AZ, Mohave",2019,
22901,"AZ, Mohave",2020,
5126,"AZ, Navajo",2003,
6630,"AZ, Navajo",2004,1
7948,"AZ, Navajo",2005,
10584,"AZ, Navajo",2007,
12727,"AZ, Navajo",2010,1
13303,"AZ, Navajo",2011,1
15971,"AZ, Navajo",2013,1
20378,"AZ, Navajo",2017,1
22400,"AZ, Navajo",2019,4
5127,"AZ, Pima",2003,2
6631,"AZ, Pima",2004,7
7949,"AZ, Pima",2005,16
9353,"AZ, Pima",2006,47
10585,"AZ, Pima",2007,15
11395,"AZ, Pima",2008,13
12105,"AZ, Pima",2009,
12728,"AZ, Pima",2010,12
13304,"AZ, Pima",2011,19
14682,"AZ, Pima",2012,33
15972,"AZ, Pima",2013,2
16920,"AZ, Pima",2014,5
18030,"AZ, Pima",2015,29
19134,"AZ, Pima",2016,4
20379,"AZ, Pima",2017,5
21767,"AZ, Pima",2018,
22401,"AZ, Pima",2019,10
22902,"AZ, Pima",2020,2
5128,"AZ, Pinal",2003,
6632,"AZ, Pinal",2004,8
7950,"AZ, Pinal",2005,7
9354,"AZ, Pinal",2006,18
10586,"AZ, Pinal",2007,6
11396,"AZ, Pinal",2008,3
12106,"AZ, Pinal",2009,
12729,"AZ, Pinal",2010,15
13305,"AZ, Pinal",2011,1
14683,"AZ, Pinal",2012,8
15973,"AZ, Pinal",2013,2
16921,"AZ, Pinal",2014,5
18031,"AZ, Pinal",2015,5
19135,"AZ, Pinal",2016,7
20380,"AZ, Pinal",2017,10
21768,"AZ, Pinal",2018,2
22402,"AZ, Pinal",2019,3
22903,"AZ, Pinal",2020,1
6633,"AZ, Santa Cruz",2004,
7951,"AZ, Santa Cruz",2005,
9355,"AZ, Santa Cruz",2006,1
10587,"AZ, Santa Cruz",2007,
11397,"AZ, Santa Cruz",2008,
12107,"AZ, Santa Cruz",2009,
13306,"AZ, Santa Cruz",2011,1
19136,"AZ, Santa Cruz",2016,1
5129,"AZ, Yavapai",2003,
6634,"AZ, Yavapai",2004,1
7952,"AZ, Yavapai",2005,1
10588,"AZ, Yavapai",2007,
12108,"AZ, Yavapai",2009,
12730,"AZ, Yavapai",2010,
13307,"AZ, Yavapai",2011,1
14684,"AZ, Yavapai",2012,
15974,"AZ, Yavapai",2013,1
16922,"AZ, Yavapai",2014,1
18032,"AZ, Yavapai",2015,1
22904,"AZ, Yavapai",2020,1
5130,"AZ, Yuma",2003,
6635,"AZ, Yuma",2004,1
7953,"AZ, Yuma",2005,1
9356,"AZ, Yuma",2006,
10589,"AZ, Yuma",2007,
11398,"AZ, Yuma",2008,
12109,"AZ, Yuma",2009,
12731,"AZ, Yuma",2010,
13308,"AZ, Yuma",2011,
14685,"AZ, Yuma",2012,1
15975,"AZ, Yuma",2013,
16923,"AZ, Yuma",2014,
18033,"AZ, Yuma",2015,
19137,"AZ, Yuma",2016,3
20381,"AZ, Yuma",2017,
21769,"AZ, Yuma",2018,
22403,"AZ, Yuma",2019,
22905,"AZ, Yuma",2020,1
6686,"CA, Alameda",2004,
7986,"CA, Alameda",2005,1
9414,"CA, Alameda",2006,1
10616,"CA, Alameda",2007,
11409,"CA, Alameda",2008,1
12117,"CA, Alameda",2009,
12736,"CA, Alameda",2010,1
13310,"CA, Alameda",2011,
14720,"CA, Alameda",2012,2
15996,"CA, Alameda",2013,
16934,"CA, Alameda",2014,1
18046,"CA, Alameda",2015,
19153,"CA, Alameda",2016,
20400,"CA, Alameda",2017,1
21779,"CA, Alameda",2018,
22414,"CA, Alameda",2019,1
22908,"CA, Alameda",2020,
6687,"CA, Alpine",2004,
22909,"CA, Alpine",2020,
6688,"CA, Amador",2004,
7987,"CA, Amador",2005,3
9415,"CA, Amador",2006,
10617,"CA, Amador",2007,
11410,"CA, Amador",2008,
12118,"CA, Amador",2009,
12737,"CA, Amador",2010,
13311,"CA, Amador",2011,1
19154,"CA, Amador",2016,1
21780,"CA, Amador",2018,1
22415,"CA, Amador",2019,1
22910,"CA, Amador",2020,
6689,"CA, Butte",2004,7
7988,"CA, Butte",2005,24
9416,"CA, Butte",2006,31
10618,"CA, Butte",2007,16
11411,"CA, Butte",2008,6
12119,"CA, Butte",2009,2
12738,"CA, Butte",2010,1
13312,"CA, Butte",2011,3
14721,"CA, Butte",2012,10
15997,"CA, Butte",2013,24
16935,"CA, Butte",2014,24
18047,"CA, Butte",2015,53
19155,"CA, Butte",2016,21
20401,"CA, Butte",2017,4
21781,"CA, Butte",2018,12
22416,"CA, Butte",2019,5
22911,"CA, Butte",2020,4
6690,"CA, Calaveras",2004,
7989,"CA, Calaveras",2005,2
9417,"CA, Calaveras",2006,
10619,"CA, Calaveras",2007,
11412,"CA, Calaveras",2008,1
12739,"CA, Calaveras",2010,
14722,"CA, Calaveras",2012,
16936,"CA, Calaveras",2014,
19156,"CA, Calaveras",2016,
20402,"CA, Calaveras",2017,
22912,"CA, Calaveras",2020,
6691,"CA, Colusa",2004,
7990,"CA, Colusa",2005,2
9418,"CA, Colusa",2006,4
10620,"CA, Colusa",2007,2
11413,"CA, Colusa",2008,1
12120,"CA, Colusa",2009,
12740,"CA, Colusa",2010,
14723,"CA, Colusa",2012,3
15998,"CA, Colusa",2013,2
16937,"CA, Colusa",2014,3
18048,"CA, Colusa",2015,1
19157,"CA, Colusa",2016,2
20403,"CA, Colusa",2017,
21782,"CA, Colusa",2018,
22417,"CA, Colusa",2019,1
6692,"CA, Contra Costa",2004,
7991,"CA, Contra Costa",2005,11
9419,"CA, Contra Costa",2006,8
10621,"CA, Contra Costa",2007,3
11414,"CA, Contra Costa",2008,4
12121,"CA, Contra Costa",2009,5
12741,"CA, Contra Costa",2010,4
13313,"CA, Contra Costa",2011,3
14724,"CA, Contra Costa",2012,4
15999,"CA, Contra Costa",2013,4
16938,"CA, Contra Costa",2014,5
18049,"CA, Contra Costa",2015,1
19158,"CA, Contra Costa",2016,4
20404,"CA, Contra Costa",2017,4
21783,"CA, Contra Costa",2018,4
22418,"CA, Contra Costa",2019,1
22913,"CA, Contra Costa",2020,4
6693,"CA, Del Norte",2004,
11415,"CA, Del Norte",2008,
6694,"CA, El Dorado",2004,
7992,"CA, El Dorado",2005,1
9420,"CA, El Dorado",2006,2
10622,"CA, El Dorado",2007,
11416,"CA, El Dorado",2008,1
12122,"CA, El Dorado",2009,1
12742,"CA, El Dorado",2010,
13314,"CA, El Dorado",2011,1
14725,"CA, El Dorado",2012,
16000,"CA, El Dorado",2013,1
16939,"CA, El Dorado",2014,
18050,"CA, El Dorado",2015,
19159,"CA, El Dorado",2016,1
20405,"CA, El Dorado",2017,
21784,"CA, El Dorado",2018,
22419,"CA, El Dorado",2019,
22914,"CA, El Dorado",2020,1
6695,"CA, Fresno",2004,11
7993,"CA, Fresno",2005,59
9421,"CA, Fresno",2006,11
10623,"CA, Fresno",2007,17
11417,"CA, Fresno",2008,3
12123,"CA, Fresno",2009,13
12743,"CA, Fresno",2010,23
13315,"CA, Fresno",2011,9
14726,"CA, Fresno",2012,24
16001,"CA, Fresno",2013,8
16940,"CA, Fresno",2014,43
18051,"CA, Fresno",2015,8
19160,"CA, Fresno",2016,14
20406,"CA, Fresno",2017,13
21785,"CA, Fresno",2018,14
22420,"CA, Fresno",2019,51
22915,"CA, Fresno",2020,10
6696,"CA, Glenn",2004,3
7994,"CA, Glenn",2005,13
9422,"CA, Glenn",2006,12
10624,"CA, Glenn",2007,7
11418,"CA, Glenn",2008,1
12124,"CA, Glenn",2009,
12744,"CA, Glenn",2010,2
13316,"CA, Glenn",2011,1
14727,"CA, Glenn",2012,7
16002,"CA, Glenn",2013,9
16941,"CA, Glenn",2014,10
18052,"CA, Glenn",2015,19
19161,"CA, Glenn",2016,6
20407,"CA, Glenn",2017,
21786,"CA, Glenn",2018,2
22421,"CA, Glenn",2019,
22916,"CA, Glenn",2020,1
6697,"CA, Humboldt",2004,
7995,"CA, Humboldt",2005,1
9423,"CA, Humboldt",2006,
10625,"CA, Humboldt",2007,
11419,"CA, Humboldt",2008,
16003,"CA, Humboldt",2013,
16942,"CA, Humboldt",2014,
18053,"CA, Humboldt",2015,
20408,"CA, Humboldt",2017,
21787,"CA, Humboldt",2018,1
5185,"CA, Imperial",2003,1
6698,"CA, Imperial",2004,1
7996,"CA, Imperial",2005,1
9424,"CA, Imperial",2006,1
10626,"CA, Imperial",2007,3
11420,"CA, Imperial",2008,
12125,"CA, Imperial",2009,
12745,"CA, Imperial",2010,
13317,"CA, Imperial",2011,
14728,"CA, Imperial",2012,1
16004,"CA, Imperial",2013,
16943,"CA, Imperial",2014,1
18054,"CA, Imperial",2015,1
19162,"CA, Imperial",2016,
20409,"CA, Imperial",2017,3
21788,"CA, Imperial",2018,
22422,"CA, Imperial",2019,3
22917,"CA, Imperial",2020,1
6699,"CA, Inyo",2004,
7997,"CA, Inyo",2005,
9425,"CA, Inyo",2006,
10627,"CA, Inyo",2007,
13318,"CA, Inyo",2011,
20410,"CA, Inyo",2017,4
6700,"CA, Kern",2004,59
7998,"CA, Kern",2005,67
9426,"CA, Kern",2006,49
10628,"CA, Kern",2007,140
11421,"CA, Kern",2008,2
12126,"CA, Kern",2009,18
12746,"CA, Kern",2010,15
13319,"CA, Kern",2011,18
